study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Leelahavanichkul2005	all	12.0	NA	species	12.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Leelahavanichkul2005	all	12.0	NA	healthy	12.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Leelahavanichkul2005	all	12.0	NA	sex	12.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	NA
Leelahavanichkul2005	all	12.0	NA	age	12.0	NA	NA	35.7	NA	0.34	NA	20.0	41.0	years	NA
Leelahavanichkul2005	all	12.0	NA	weight	12.0	NA	NA	64.73	NA	1.39	NA	45.0	86.0	kg	NA
Leelahavanichkul2005	all	12.0	NA	height	12.0	NA	NA	160.0	NA	7.0	NA	145.0	170.0	cm	NA
Leelahavanichkul2005	all	12.0	NA	bmi	12.0	NA	NA	25.12	NA	4.64	NA	18.03	32.85	kg/m^2	NA
Leelahavanichkul2005	all	12.0	NA	overnight fast	12.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Leelahavanichkul2005	all	12.0	NA	body surface area	12.0	NA	NA	1.69	NA	0.16	NA	1.41	2.02	m^2	NA
Leelahavanichkul2005	all	12.0	NA	blood pressure systolic	12.0	NA	NA	120.66	NA	11.62	NA	110.0	150.0	mmHg	NA
Leelahavanichkul2005	all	12.0	NA	blood pressure diastolic	12.0	NA	NA	78.0	NA	7.74	NA	70.0	90.0	mmHg	NA
Leelahavanichkul2005	all	12.0	NA	blood urea nitrogen	12.0	NA	NA	11.13	NA	2.94	NA	NA	NA	mg/dl	NA
Leelahavanichkul2005	all	12.0	NA	concentration	12.0	creatinine	NA	0.8	NA	0.17	NA	NA	NA	mg/dl	NA
Leelahavanichkul2005	all	12.0	NA	concentration	12.0	got	NA	22.37	NA	6.52	NA	NA	NA	IU/l	NA
Leelahavanichkul2005	all	12.0	NA	concentration	12.0	alt	NA	22.33	NA	11.96	NA	NA	NA	IU/l	NA
Leelahavanichkul2005	all	12.0	NA	hematocrit	12.0	NA	NA	39.78	NA	4.95	NA	NA	NA	percent	NA
Leelahavanichkul2005	all	12.0	NA	concentration	12.0	haemoglobin	NA	13.18	NA	1.8	NA	NA	NA	g/dl	NA
Leelahavanichkul2005	all	12.0	NA	blood urea nitrogen	12.0	NA	NA	12.3	NA	3.24	NA	NA	NA	mg/dl	post dose
Leelahavanichkul2005	all	12.0	NA	concentration	12.0	creatinine	NA	0.88	NA	0.12	NA	NA	NA	mg/dl	post dose
Leelahavanichkul2005	all	12.0	NA	concentration	12.0	got	NA	21.6	NA	4.89	NA	NA	NA	IU/l	post dose
Leelahavanichkul2005	all	12.0	NA	concentration	12.0	alt	NA	21.93	NA	9.8	NA	NA	NA	IU/l	post dose
Leelahavanichkul2005	all	12.0	NA	hematocrit	12.0	NA	NA	38.17	NA	3.83	NA	NA	NA	percent	post dose
Leelahavanichkul2005	all	12.0	NA	concentration	12.0	haemoglobin	NA	12.85	NA	1.32	NA	NA	NA	g/dl	post dose
